Profile Output Table - Standard Table 1
HEC-RAS  Plan: Plan 05  Locations: User Defined 
                                                                                           
# Rivers            = 1 
# Hydraulic Reaches = 1 
# River Stations    = 2 
# Plans             = 1 
# Profiles          = 145 

 River            Reach            River Sta          Q Total  Min Ch El  W.S. Elev 
                                                       (m3/s)        (m)        (m) 
                                                                                           
 1                3                5000.00*         40.321430   0.499872   3.314090 
 1                3                5000.00*         40.307750   0.499872   3.313481 
 1                3                5000.00*         40.294640   0.499872   3.312871 
 1                3                5000.00*         40.282130   0.499872   3.311957 
 1                3                5000.00*         40.270120   0.499872   3.311347 
 1                3                5000.00*         40.258600   0.499872   3.310738 
 1                3                5000.00*         40.247580   0.499872   3.310128 
 1                3                5000.00*         40.237050   0.499872   3.309823 
 1                3                5000.00*         40.226940   0.499872   3.309214 
 1                3                5000.00*         40.217290   0.499872   3.308604 
 1                3                5000.00*         40.208020   0.499872   3.308299 
 1                3                5000.00*         40.199160   0.499872   3.307690 
 1                3                5000.00*         40.190670   0.499872   3.307080 
 1                3                5000.00*         40.182510   0.499872   3.306775 
 1                3                5000.00*         40.174760   0.499872   3.306470 
 1                3                5000.00*         40.167280   0.499872   3.305861 
 1                3                5000.00*         40.160140   0.499872   3.305556 
 1                3                5000.00*         40.153320   0.499872   3.305251 
 1                3                5000.00*         40.146770   0.499872   3.304947 
 1                3                5000.00*         40.140510   0.499872   3.304642 
 1                3                5000.00*         40.134510   0.499872   3.304337 
 1                3                5000.00*         40.128770   0.499872   3.304032 
 1                3                5000.00*         40.123270   0.499872   3.303727 
 1                3                5000.00*         40.118010   0.499872   3.303422 
 1                3                5000.00*         40.112960   0.499872   3.303118 
 1                3                5000.00*         40.108120   0.499872   3.302813 
 1                3                5000.00*         40.103500   0.499872   3.302508 
 1                3                5000.00*         40.099090   0.499872   3.302203 
 1                3                5000.00*         40.094870   0.499872   3.302203 
 1                3                5000.00*         40.090790   0.499872   3.301898 
 1                3                5000.00*         40.086910   0.499872   3.301594 
 1                3                5000.00*         40.083210   0.499872   3.301594 
 1                3                5000.00*         40.079670   0.499872   3.301289 
 1                3                5000.00*         40.076240   0.499872   3.300984 
 1                3                5000.00*         40.072980   0.499872   3.300984 
 1                3                5000.00*         40.069870   0.499872   3.300679 
 1                3                5000.00*         40.066860   0.499872   3.300679 
 1                3                5000.00*         40.064030   0.499872   3.300375 
 1                3                5000.00*         40.061290   0.499872   3.300375 
 1                3                5000.00*         40.058650   0.499872   3.300070 
 1                3                5000.00*         40.056160   0.499872   3.300070 
 1                3                5000.00*         40.053750   0.499872   3.300070 
 1                3                5000.00*         40.051460   0.499872   3.299765 
 1                3                5000.00*         40.049250   0.499872   3.299765 
 1                3                5000.00*         40.047130   0.499872   3.299460 
 1                3                5000.00*         40.045120   0.499872   3.299460 
 1                3                5000.00*         40.043190   0.499872   3.299460 
 1                3                5000.00*         40.041350   0.499872   3.299155 
 1                3                5000.00*         40.039570   0.499872   3.299155 
 1                3                5000.00*         40.037900   0.499872   3.299155 
 1                3                5000.00*         40.036250   0.499872   3.298851 
 1                3                5000.00*         40.034700   0.499872   3.298851 
 1                3                5000.00*         40.033230   0.499872   3.298851 
 1                3                5000.00*         40.031810   0.499872   3.298851 
 1                3                5000.00*         40.030450   0.499872   3.298546 
 1                3                5000.00*         40.029140   0.499872   3.298546 
 1                3                5000.00*         40.027900   0.499872   3.298546 
 1                3                5000.00*         40.026710   0.499872   3.298546 
 1                3                5000.00*         40.025550   0.499872   3.298546 
 1                3                5000.00*         40.024440   0.499872   3.298241 
 1                3                5000.00*         40.023430   0.499872   3.298241 
 1                3                5000.00*         40.022410   0.499872   3.298241 
 1                3                5000.00*         40.021450   0.499872   3.298241 
 1                3                5000.00*         40.020540   0.499872   3.298241 
